salary,years_experience,age,research_grants,publications,teaching_hours,gender,national,university_type,academic_rank,performance_score,research_output,grant_funding
28806.45917,9.630262172,41.87078421,46084.29458,13,10.03877391,Female,UAE National,Semi-government,Associate Professor,69.22211981,29.70086746,48560.66513
35896.16654,18.4752552,33.01631128,30503.86848,14,11.07086756,Female,Expat,Semi-government,Professor,83.07443219,20.24209689,59447.57347
24276.24487,6.753134808,35.02372156,108713.158,9,7.357290618,Male,Expat,Public,Lecturer,68.47327097,14.0843489,38821.76698
23555.09853,7.573470823,40.06844865,48949.89863,6,9.746498341,Male,UAE National,Public,Associate Professor,65.16314659,23.50419951,44435.49168
25386.72887,10.73396506,43.5957913,11718.79859,10,11.8502693,Male,Expat,Semi-government,Associate Professor,70.83086231,24.32772632,41478.09217
25756.31486,17.55577465,42.63285423,39228.52653,10,9.894128105,Female,UAE National,Public,Assistant Professor,71.79108148,22.52405462,49192.73693
25910.66608,15.03756845,25,69158.6411,12,10.19733847,Female,UAE National,Public,Professor,73.15979555,12.51273993,54723.3634
28411.40753,10.35026082,26.65120593,50032.38063,6,13.60304164,Male,UAE National,Semi-government,Associate Professor,80.82219693,21.58977154,58658.47205
30155.54968,15.19555894,50.07386592,47697.80612,15,13.26080559,Male,Expat,Private,Associate Professor,65.95663382,16.79865294,61610.20106
23136.80535,5.300484494,26.01890792,45246.33366,14,3.764101339,Female,UAE National,Private,Assistant Professor,55.26707073,12.37342051,41857.78605
19532.35039,7.459299012,34.43444098,49659.87851,16,13.5057007,Female,UAE National,Public,Professor,70.05101466,28.49487723,39297.56536
21252.20142,6.878273051,39.49888338,58375.1992,6,4.569623799,Male,Expat,Private,Associate Professor,73.69050153,17.2836031,51826.97621
24102.1861,11.26120198,30.93772039,32785.41673,6,12.21500566,Male,UAE National,Private,Assistant Professor,81.92200058,19.58836426,54533.46787
25576.81109,7.055665866,39.62103438,108545.4018,9,12.3623707,Male,UAE National,Public,Lecturer,57.19153592,11.262157,41376.91484
26769.21552,5.217818116,38.87699953,97634.27063,6,12.44564371,Female,Expat,Private,Lecturer,56.26232915,21.51557013,36028.14717
28312.83249,15.42991058,32.09701327,0,9,4.435185596,Female,UAE National,Semi-government,Assistant Professor,89.83497355,23.40319898,76538.7634
22190.00979,8.805339504,32.43403151,63046.12303,7,11.84173468,Male,Expat,Private,Lecturer,55.80603678,26.57840433,34617.86966
25765.86356,10.76177436,31.38099138,33743.52819,13,10.86112651,Female,Expat,Public,Associate Professor,61.70192624,14.85981967,41454.69019
31830.49009,11.81815941,25,27323.39286,4,12.61645928,Male,Expat,Semi-government,Professor,65.88713489,24.5757031,59149.22397
21671.70545,9.063354908,33.78800688,56425.82942,9,10.0220276,Male,Expat,Semi-government,Professor,62.65997962,22.35382475,38026.6779
21244.75235,9.689979953,47.20426462,50687.50618,12,10.7642303,Male,Expat,Public,Associate Professor,72.84913845,17.8792884,47186.29731
21780.70137,8.242928821,33.14518508,34530.88312,11,11.55533133,Male,UAE National,Public,Professor,61.59203702,15.02974758,42246.38898
29398.19633,11.21976599,39.71993912,41850.79785,12,12.01964597,Male,Expat,Semi-government,Assistant Professor,55.56585412,22.22812445,46003.3314
31455.51321,13.80027982,47.01164516,30430.00908,6,13.33490495,Male,Expat,Private,Assistant Professor,76.03671234,12.93961569,65489.21718
27306.71616,13.48477202,43.93143562,42162.46469,8,13.14373397,Female,UAE National,Public,Lecturer,74.36606795,21.09396278,55542.25837
20157.57482,3.707475447,46.12702624,83398.45563,14,12.60221562,Male,UAE National,Private,Assistant Professor,66.1082851,21.43049285,41363.74894
29801.67703,10.97368097,31.51515947,8282.042445,2,10.20908392,Male,Expat,Semi-government,Professor,73.12259888,22.36034061,57121.72234
22837.69995,5.847777967,40.06304148,76454.88934,9,10.29194573,Female,UAE National,Private,Assistant Professor,60.26803274,26.01003551,39832.7757
29559.33783,15.74222855,53.2432569,47883.62485,6,10.62558903,Female,UAE National,Private,Lecturer,85.18247393,12.94488439,63337.35228
22951.30797,12.34387128,25,61686.28333,5,10.97042529,Female,UAE National,Private,Assistant Professor,69.93162194,28.09479961,50294.95267
17817.73826,3.837383426,38.02893278,64331.7868,9,12.26028323,Male,Expat,Semi-government,Associate Professor,76.79948697,21.36212517,43729.98763
34791.8141,15.89862604,44.73153721,43980.39375,15,14.56471177,Female,UAE National,Semi-government,Professor,58.87759583,24.33246603,50172.47038
12190.05645,0,49.5581029,18351.44052,11,12.85173318,Female,UAE National,Private,Professor,62.14378286,19.82357939,28183.43713
25402.44137,11.74825024,39.92569151,53592.44545,6,15.48450915,Male,Expat,Semi-government,Professor,71.06261763,25.55074274,44114.26702
15596.69069,2.187270716,41.80211294,79042.35398,15,13.71145826,Female,Expat,Private,Assistant Professor,68.53329399,23.34517581,47056.84165
30565.65547,17.81444384,46.03786638,27936.31238,11,15.26888857,Female,Expat,Private,Associate Professor,72.20046207,17.74366627,51830.51318
28419.11811,19.02174055,48.52137573,43384.50208,9,7.74170041,Female,UAE National,Public,Assistant Professor,72.48940782,25.92645838,56485.67234
26060.03188,9.120727978,43.26442277,95516.50855,9,8.85923475,Male,UAE National,Public,Assistant Professor,72.72295593,19.71243749,45824.74206
28008.52255,11.41643936,47.14363096,21127.91476,9,15.9893831,Male,Expat,Private,Lecturer,72.6901988,22.01982439,49299.5679
22898.10728,4.104801044,33.75840697,29258.67853,11,11.10091951,Male,Expat,Public,Assistant Professor,73.37749364,12.31003816,55585.20949
22055.08051,7.343928527,42.45922856,74868.11594,10,15.16886545,Female,UAE National,Semi-government,Professor,65.44319002,24.3114174,45303.74643
23480.09354,12.31603146,36.53780893,40247.33158,10,15.82395937,Female,Expat,Public,Assistant Professor,72.11171162,9.40154436,49330.00091
27478.13417,9.418854784,42.80296173,63447.78675,8,11.27287363,Female,UAE National,Private,Associate Professor,51.74037453,4.252501345,38370.83152
28052.24733,7.670972154,41.67627384,77819.44716,8,10.29956005,Male,UAE National,Public,Lecturer,71.16672632,26.40095569,54776.87639
24275.4948,10.44203443,48.66152843,63155.26352,10,16.47502158,Female,UAE National,Public,Associate Professor,65.1398892,13.72998813,40716.25162
23907.80533,9.245811442,31.26699862,22880.5931,8,14.43274132,Female,Expat,Private,Associate Professor,68.16328453,16.25785522,45798.57457
37946.78566,24.74547213,25,28975.5994,9,11.17099411,Female,Expat,Private,Assistant Professor,95.72453489,15.29650627,78322.3179
20828.10015,9.65682977,50.27053488,50015.11015,11,10.42055294,Male,UAE National,Private,Assistant Professor,78.57381329,19.27809721,57929.25836
23919.83701,6.019870716,32.43594496,11012.56489,14,14.24263838,Female,UAE National,Private,Professor,58.11599139,19.64653533,32183.15323
23104.94525,6.391312233,35.55105003,26244.6952,12,8.788000781,Female,Expat,Private,Professor,61.51451899,18.05000789,50356.71505
26065.0681,10.21757334,35.28086146,50408.34334,18,17.66287536,Female,UAE National,Public,Lecturer,81.75079491,33.69121304,54565.33136
26185.95135,9.772438773,43.8984419,48595.59277,6,8.200104015,Female,Expat,Semi-government,Assistant Professor,73.74782686,15.74990801,52161.67227
30943.80597,15.62717392,40.00546255,51562.3547,12,12.68108658,Male,UAE National,Public,Associate Professor,57.7386904,17.56191766,49190.71213
24498.08995,8.883988727,33.51199309,68159.24627,10,13.62727191,Female,UAE National,Public,Lecturer,66.49990599,22.22918627,43735.23596
16426.9201,5.451582915,45.1680495,30398.75396,11,12.53824251,Male,Expat,Semi-government,Associate Professor,57.87625077,17.76166816,46632.58971
31143.78248,19.19091838,39.68784384,50386.88142,11,14.67510174,Male,UAE National,Public,Professor,69.44740651,21.9922617,53561.07146
20763.60083,0,44.46669139,41484.88791,10,13.71282298,Male,UAE National,Public,Associate Professor,66.75710161,12.20559859,45104.50286
20619.45379,3.771413118,39.82159773,25351.37522,12,10.79964102,Female,Expat,Semi-government,Associate Professor,60.70760966,15.05451363,37515.38693
21637.37397,8.702266612,46.05996119,60359.89553,13,12.31948194,Male,UAE National,Semi-government,Assistant Professor,78.02853631,17.20090768,60371.21868
22648.55399,7.74993571,44.32726815,83426.95151,13,15.67138087,Female,Expat,Semi-government,Professor,82.56242582,26.36687681,68399.98202
21701.91144,9.844705336,47.955579,75421.30652,8,12.75301063,Female,UAE National,Private,Lecturer,80.37772627,18.00182952,55938.95196
21206.41715,5.68612118,36.2964839,5975.130531,8,18.96782768,Male,UAE National,Public,Assistant Professor,72.55914046,20.12941608,49578.0292
23197.79312,4.291554429,39.25091049,26260.13223,10,14.7689327,Male,Expat,Private,Lecturer,60.26157223,23.02595597,55594.70083
20774.10503,8.970702846,38.94290729,87768.73879,11,9.675593466,Female,Expat,Private,Professor,72.52800788,18.96501147,40497.15117
24211.08347,8.165877941,44.86596953,17373.29779,13,13.96043695,Female,Expat,Public,Associate Professor,77.78581103,5.574378972,56564.23178
19740.32181,9.691179001,39.4550126,50583.81008,11,10.41689576,Male,UAE National,Semi-government,Associate Professor,55.7645024,20.16750089,45891.93194
25350.4352,8.15194832,30.87193192,70801.2364,11,14.97213254,Male,UAE National,Semi-government,Lecturer,71.99930315,21.70069176,45592.47287
37006.71041,16.94168889,28.53862968,33316.30303,16,8.847176501,Male,Expat,Private,Associate Professor,79.92570533,18.97694418,65028.99987
25652.41391,12.31295646,39.31144246,51579.28091,16,8.332906155,Male,UAE National,Public,Professor,80.62417634,16.65889476,63896.0118
25543.32854,7.953587809,51.60801151,16154.58337,11,15.80614168,Male,Expat,Semi-government,Lecturer,69.96748041,20.00743622,53305.10562
16861.7941,2.388204069,39.94364012,51237.66706,10,6.843208761,Male,UAE National,Public,Professor,68.55529614,24.38445045,32961.32896
22979.03706,10.44328795,42.56628581,62190.5209,10,11.10554242,Male,Expat,Semi-government,Assistant Professor,65.39319712,26.48393714,50835.6764
31819.91287,8.769687559,45.32333459,30111.42956,11,7.663445557,Female,UAE National,Semi-government,Assistant Professor,62.89659068,17.01104547,46454.87862
29983.51049,15.82369677,44.42432069,86410.87816,2,15.15095866,Male,UAE National,Private,Lecturer,58.57031811,33.07488706,50855.63705
17202.97423,5.524650789,43.83861628,31551.7403,8,11.40429244,Male,Expat,Semi-government,Professor,64.15069466,21.59309986,47581.82088
27654.90558,12.86028721,47.68243837,69278.13868,12,10.88561394,Male,Expat,Semi-government,Professor,78.53154305,20.37134585,60802.83296
29344.38166,19.93638,44.35376282,6925.388524,11,14.44678273,Female,UAE National,Semi-government,Professor,78.84561792,23.35135263,65600.09787
26686.77997,10.80009113,31.22105345,28075.5935,17,13.97069612,Female,Expat,Public,Professor,76.33467531,17.85787276,50458.64655
22559.97233,11.75724104,44.0919966,36852.54892,10,10.7087169,Male,UAE National,Public,Assistant Professor,62.92147196,25.37674919,41455.77021
33879.28618,19.49940967,46.64153449,40317.63011,12,6.222066545,Female,Expat,Public,Assistant Professor,89.37177546,18.77157828,73712.2444
29364.00641,14.43443695,40.82750503,41750.41976,15,12.34292626,Female,Expat,Public,Associate Professor,87.74347365,20.36576812,64292.86862
23114.82327,10.52876896,44.11250042,37228.2835,8,8.35960992,Female,UAE National,Semi-government,Professor,76.20825402,24.31566963,56027.9729
24748.02079,5.317468126,25,17643.98772,8,7.450012361,Male,UAE National,Public,Associate Professor,66.50172357,22.97808786,43013.56983
27367.9748,11.63939762,35.36700712,19620.60438,11,11.06881159,Male,UAE National,Semi-government,Assistant Professor,65.78675536,31.57917694,45532.33766
27363.23066,13.5225327,35.13882924,43592.29881,8,7.741846933,Female,Expat,Semi-government,Associate Professor,84.69170362,18.78736742,60412.71172
21702.41194,5.813687845,27.34258589,30112.89869,11,9.749931955,Male,Expat,Private,Associate Professor,62.08213656,20.68653943,45589.49915
27556.83571,10.61773848,25.56909766,11901.11092,9,15.56892794,Male,Expat,Semi-government,Professor,74.89481826,23.14075153,65374.08287
19145.16044,3.983995723,49.27504835,59146.48562,9,10.04613761,Male,UAE National,Semi-government,Professor,57.01449977,20.98460141,35127.96526
22126.33476,7.286631001,38.82379661,54227.93135,10,12.09486592,Female,Expat,Public,Associate Professor,59.70072517,25.77053,51450.28832
20274.91552,4.731587904,48.05955179,34182.36417,9,9.720593604,Female,Expat,Semi-government,Lecturer,64.06197801,21.29151395,47094.31652
25332.57065,4.920890905,25,49880.90582,7,12.74668191,Female,Expat,Private,Lecturer,61.48259835,16.26219768,49903.78251
24638.85005,9.953498394,51.73232687,49559.30272,15,13.30279095,Female,Expat,Private,Associate Professor,77.12408758,13.23716198,48997.68434
25271.96495,6.135611661,49.22872275,57792.09048,11,8.131499791,Male,Expat,Semi-government,Associate Professor,53.39138166,19.57903221,38700.50631
21189.65534,9.12822871,46.08677323,43097.06238,17,7.504093509,Male,Expat,Private,Assistant Professor,77.372663,18.02899941,52318.9453
19045.50145,5.824285492,39.48249116,60993.66373,11,16.0728589,Male,UAE National,Public,Associate Professor,56.33452376,22.98717249,44019.12799
27315.80905,5.230302903,38.72510214,74051.5301,11,13.12607909,Female,UAE National,Public,Associate Professor,73.93969409,15.05734705,56635.31907
30916.09255,12.12030522,40.6251445,82190.41332,14,10.34192114,Female,Expat,Private,Assistant Professor,59.81626839,16.97220493,46273.52364
22632.23735,6.966498526,44.76392718,58188.77061,11,8.708568391,Male,Expat,Private,Professor,57.67073541,21.11764615,42531.00842
24220.03055,18.42507139,50.84458349,50860.81742,8,7.82405014,Male,UAE National,Semi-government,Lecturer,73.28356488,21.27603842,55266.87691
26085.12984,14.57695138,38.42462554,104060.5513,8,7.891608676,Female,Expat,Private,Associate Professor,62.85987331,12.35565254,48078.79518
26878.98985,14.05404137,26.50124522,33477.76017,12,12.84070784,Male,UAE National,Private,Lecturer,74.24754176,19.3572786,56439.67668
25825.8179,6.960623697,32.47680867,31570.97953,13,15.46499268,Female,UAE National,Semi-government,Lecturer,51.36935709,21.64267786,35568.76561
25254.99719,8.749767427,25,68976.26193,9,13.15262766,Female,Expat,Private,Associate Professor,69.69996462,23.40479174,52124.96016
31291.3253,14.16666956,40.37994775,40595.93322,8,12.53372517,Female,UAE National,Private,Assistant Professor,84.60985869,30.74204298,56643.9258
25843.23711,6.866413877,37.1095155,55735.48225,9,14.34946697,Male,UAE National,Public,Lecturer,65.76482352,25.48450057,38382.28405
24787.81629,5.481490696,31.17064137,79420.69382,8,11.95949027,Male,UAE National,Private,Associate Professor,53.42583123,23.96500146,33972.55551
23522.3807,13.00603374,50.6507125,52718.49134,7,13.12218626,Male,UAE National,Private,Lecturer,52.99168022,13.23764275,36474.54186
19897.78821,3.184129977,48.45894644,38174.30422,12,13.00974914,Male,UAE National,Public,Associate Professor,55.96764054,26.17611414,36659.35091
28339.41808,12.50547085,34.13475042,28277.47402,14,13.11852675,Male,UAE National,Semi-government,Lecturer,87.30102624,22.08913545,62884.16882
22969.81325,5.669125759,52.72465658,39410.66073,7,10.72028624,Male,UAE National,Private,Lecturer,70.25401726,21.67899863,37239.04221
18866.53437,0,46.07769836,53924.81881,11,12.69658351,Male,UAE National,Public,Professor,75.12220365,13.75221206,36267.5686
28102.80415,13.12815467,34.30421418,76677.71491,5,9.542200607,Female,UAE National,Public,Associate Professor,80.33195866,17.01717296,56456.44529
28056.95599,3.89643787,29.651939,96493.46612,8,11.12172624,Female,UAE National,Public,Associate Professor,57.03034582,13.799735,34591.41935
21997.99021,7.304386484,35.51391274,38692.14059,3,12.58098529,Male,UAE National,Private,Assistant Professor,81.53268353,20.18302801,49846.50553
32333.01111,21.15650073,36.77539209,76505.52181,7,16.72851758,Female,UAE National,Public,Associate Professor,87.71067329,16.52348696,70374.28814
23195.43146,9.610814015,30.32418452,39752.51519,6,8.546320027,Female,UAE National,Private,Professor,86.52969205,10.5025852,60307.37299
27961.76967,9.620244882,46.97852304,24528.28903,12,15.46974495,Female,Expat,Semi-government,Professor,67.20033436,22.05122181,51628.01319
18448.18275,9.927738646,41.11248319,62719.35501,12,14.22037699,Male,UAE National,Semi-government,Professor,77.20972857,25.79759395,60537.2438
20196.4395,1.07066754,41.01014189,44836.49724,5,6.026579553,Female,Expat,Public,Professor,52.46974653,19.43067482,34751.07369
23182.82296,9.336831268,47.20318871,69105.38474,6,17.36171989,Female,UAE National,Semi-government,Lecturer,68.75524855,28.62116938,46560.90483
25863.04502,9.025458598,36.36361825,44110.88485,9,12.52681065,Male,Expat,Public,Associate Professor,73.75481362,26.58388755,53311.33488
18004.99926,6.768863451,35.84482903,0,9,11.8951755,Male,UAE National,Private,Professor,57.49038227,29.11172045,57628.01073
21417.20784,5.600928232,44.03586605,46191.07628,12,11.4771989,Male,Expat,Private,Lecturer,73.02439682,8.883431099,57680.70531
15710.87243,0,42.2188677,17459.90158,9,8.731972087,Female,Expat,Public,Professor,51.80062506,25.07883372,27552.70159
27587.22325,6.739555557,42.49322285,77183.78988,11,12.16551191,Female,Expat,Private,Assistant Professor,78.11161156,26.10109265,54099.0287
19700.12381,7.086206712,40.41328781,45902.46672,9,9.96028231,Male,Expat,Public,Lecturer,68.59931362,14.78829875,48868.6531
17554.06857,5.914556845,39.51196823,59755.49642,8,13.5504758,Female,Expat,Semi-government,Lecturer,55.27148909,19.89426421,38926.77184
24263.77367,3.158424806,50.35988468,63717.15637,8,10.69561592,Male,UAE National,Private,Lecturer,60.39301275,12.21900601,36098.47269
29597.25335,15.00523046,25.13678839,51956.26586,9,15.09716819,Female,Expat,Private,Professor,74.7509442,20.98298074,59798.40813
20733.7172,7.150835359,32.96573774,46960.65235,14,9.940186404,Female,Expat,Semi-government,Associate Professor,68.35878445,23.98627548,48329.45169
24828.2191,15.70074519,42.49902568,50320.50565,10,12.07194006,Female,UAE National,Public,Associate Professor,60.36449193,21.69477657,50830.99536
22565.9735,8.562762403,48.64044847,50750.83683,11,10.71029968,Female,Expat,Private,Lecturer,77.92548494,17.78592116,55835.42126
26729.31898,15.29968192,35.80270074,62275.41712,8,12.65501625,Female,Expat,Public,Assistant Professor,76.75168716,9.16931174,61642.45601
25411.55849,11.66929983,25,84220.57618,15,12.14728419,Male,Expat,Private,Lecturer,60.86107249,29.28270633,48228.96627
26416.69074,14.77650279,35.50753803,3719.11868,10,9.947273458,Male,UAE National,Semi-government,Associate Professor,84.59595731,11.48210093,61908.86828
29941.69978,14.07075881,48.04739609,63683.26417,15,13.72607017,Female,UAE National,Public,Professor,70.69124804,24.16693068,57857.30979
24825.43638,9.939555261,36.41420307,20340.31136,8,15.36205712,Female,UAE National,Private,Assistant Professor,56.34777998,13.13097755,44674.52189
20971.74058,5.694560449,31.23584489,48049.49233,7,20.74232765,Female,UAE National,Private,Lecturer,62.86307725,17.20555546,45312.06782
19365.7197,1.10706208,32.19707178,71842.13568,5,6.935897024,Male,UAE National,Public,Lecturer,68.06443406,6.021372256,42679.89781
13598.94436,5.909005583,36.69115573,18328.2322,15,13.20192492,Female,Expat,Private,Associate Professor,57.49148991,22.9577555,37804.37218
34487.39842,14.60900751,34.57085551,32873.02963,5,13.79726928,Female,UAE National,Public,Lecturer,82.97190472,24.62673312,59260.39427
24744.19845,8.356907621,29.20339031,28526.22682,6,9.225222553,Female,UAE National,Private,Professor,49.64798518,26.64300987,41274.11822
22592.337,9.737977747,33.89984609,38062.10431,8,10.99457058,Female,UAE National,Semi-government,Associate Professor,75.24855381,19.94517489,47363.90011
30925.47073,15.6205636,47.8225244,77569.39255,11,9.605381771,Female,UAE National,Private,Professor,60.34443739,21.93667662,52664.2105
32478.67316,15.23658853,54.84402652,50678.05447,8,10.66261406,Female,UAE National,Private,Associate Professor,72.05347041,27.01679191,56974.97136
33396.55937,12.40933031,40.18104682,52711.26833,7,10.67729343,Male,UAE National,Public,Professor,62.99296535,31.8061893,50432.68804
15343.47494,0,36.32727752,38688.47264,13,14.81687153,Female,UAE National,Public,Professor,65.45483964,18.76588419,38047.98906
28199.84518,8.953430902,50.32515569,52495.04199,6,11.75059942,Male,UAE National,Public,Lecturer,80.13677145,22.43008189,61041.03421
29722.61725,14.42615741,36.14587223,44764.8342,9,13.17465353,Female,UAE National,Semi-government,Associate Professor,89.21226359,14.82788598,63524.90905
35123.66071,16.55154373,26.53873045,37839.87714,4,16.62764163,Male,Expat,Semi-government,Associate Professor,75.0815547,21.7652193,56348.35307
23490.69319,6.166717061,31.01204773,50735.65666,7,12.3731543,Male,UAE National,Semi-government,Professor,56.86569526,20.31774215,35746.29911
32793.16677,19.79173727,48.81058366,47134.82169,18,12.80655236,Female,UAE National,Semi-government,Assistant Professor,89.50692625,23.04835378,76582.88551
18822.67893,8.0399368,28.53478548,50680.59173,13,16.24208741,Male,Expat,Public,Associate Professor,89.48501622,22.03592721,63565.26142
12926.57869,3.003469126,25.12530583,57960.96433,8,14.81920645,Male,UAE National,Private,Professor,71.2487115,10.14863149,45403.03305
19346.7975,13.34370828,49.37374332,49816.35293,8,8.716516917,Female,Expat,Semi-government,Associate Professor,69.37189795,24.012238,55836.70646
21609.79309,8.829900704,38.8628277,34677.58339,7,10.6124011,Male,UAE National,Private,Lecturer,78.88991436,25.03281732,56907.45224
27277.11762,11.33563326,44.25604959,35219.42684,6,11.03077277,Female,UAE National,Private,Professor,79.62632407,21.6117144,55134.08482
19468.64133,7.649789261,48.10109928,57207.8679,8,11.09370888,Female,UAE National,Semi-government,Professor,57.41746771,34.06555553,47964.91335
23389.22086,2.47639813,25,16186.56745,14,16.19028053,Male,UAE National,Private,Professor,71.25297179,16.55475797,36760.25458
18713.0271,4.837380482,47.13042949,43204.81985,11,15.87440667,Female,Expat,Public,Professor,83.83115454,12.94774982,55505.22397
26685.2627,14.76562523,31.91521424,61296.84717,12,16.22585848,Male,Expat,Semi-government,Lecturer,65.41848106,18.22660691,42241.55024
30880.05997,18.77737849,48.60274722,49094.91396,9,12.29704335,Female,Expat,Private,Assistant Professor,70.89845026,12.69902658,53789.03207
30202.82763,12.91013284,38.71495104,50920.12773,9,8.407403066,Female,UAE National,Public,Lecturer,78.2541079,18.35861663,62689.27307
25551.77404,10.11951522,25,55975.95561,5,11.62584553,Female,UAE National,Public,Lecturer,64.13045988,14.04470794,50699.26699
18847.19349,2.757042927,34.36217252,39338.19196,5,8.891012409,Male,Expat,Public,Associate Professor,58.91520721,23.53422639,47305.88
28374.55518,14.00204763,37.38386146,8012.874712,15,13.08226726,Female,UAE National,Private,Assistant Professor,73.22571585,13.33328132,61148.33526
20289.9158,8.601199158,37.43761756,36966.49756,13,6.954093648,Female,Expat,Private,Assistant Professor,77.36227407,16.99622016,51612.81465
16845.88426,7.733757955,49.91667205,51690.36952,8,12.94491561,Female,Expat,Private,Professor,55.08706653,20.92327653,41879.88961
27906.10488,12.79069757,45.58951051,20686.52285,15,9.10435777,Female,Expat,Semi-government,Professor,53.21536233,14.28551264,46601.37055
14999.64635,11.04829708,25.34654202,75761.5145,8,5.822518549,Female,Expat,Semi-government,Professor,61.3372701,28.29992688,37372.14505
27987.82203,12.15961272,27.21920664,97842.19271,9,5.839540354,Male,UAE National,Private,Lecturer,70.35209794,4.86938043,52197.00707
25587.16719,10.29966315,44.02195846,48841.845,11,16.39932717,Female,UAE National,Public,Assistant Professor,61.81266383,19.35458603,39429.29874
26249.70073,12.12943603,35.42603166,70588.81112,10,14.32067312,Female,UAE National,Private,Assistant Professor,57.51609948,32.53632124,37101.87273
23901.01955,12.67408668,34.62011523,36930.74209,13,15.31938531,Male,Expat,Public,Associate Professor,75.58921618,10.66039743,53840.14368
29163.22436,12.31086333,46.71574804,49174.14626,13,12.43025289,Female,UAE National,Public,Lecturer,72.22715126,20.2548512,50039.65874
27007.27586,14.08944829,38.18018992,51361.44538,12,12.40552872,Male,UAE National,Private,Assistant Professor,88.10475869,7.856610123,72422.39006
24628.97832,8.234168536,37.00142355,62468.14277,9,13.59867516,Female,Expat,Public,Lecturer,78.34176883,12.54659781,55791.50451
19624.95029,4.258683556,34.10583891,72370.99889,5,9.81482906,Male,Expat,Private,Professor,63.70736556,17.9256607,36378.56349
18496.13051,6.076190459,25,15141.04939,12,15.58988136,Male,Expat,Semi-government,Lecturer,75.37864318,27.45729589,55213.07244
19141.24322,2.974050766,31.38656698,73938.21898,14,12.29996449,Male,UAE National,Public,Associate Professor,47.52882807,24.57487866,39838.77939
30959.84946,9.507059339,31.26269094,68470.17232,18,15.08145311,Male,Expat,Semi-government,Associate Professor,61.89126505,21.04440792,40589.33876
34052.63927,12.58089144,45.3194173,51387.39605,15,14.23807186,Female,Expat,Semi-government,Assistant Professor,95.71300346,18.59600532,68036.01808
21090.71872,11.61539637,43.6048273,63727.0711,11,12.81790054,Male,Expat,Public,Assistant Professor,65.14066193,21.98385214,48584.08735
29092.82126,20.49860895,38.54840745,39721.98747,8,14.51097346,Female,Expat,Private,Associate Professor,81.07291364,16.75095485,70657.04155
28506.13835,11.76252484,46.80063466,67022.48197,13,10.31075677,Female,UAE National,Public,Associate Professor,66.50039363,22.79703725,51376.57672
21692.15023,7.476125394,41.26442792,83307.03835,10,10.11885416,Male,UAE National,Semi-government,Associate Professor,67.4999113,17.98563138,41225.28644
22191.17747,9.906456218,34.26387081,20559.25854,7,14.46043078,Male,Expat,Semi-government,Professor,63.75708204,22.75551081,52697.85746
23542.12712,5.199768524,27.24195233,38617.03603,13,13.34523975,Female,UAE National,Private,Associate Professor,50.37732792,25.14612864,29901.26689
26704.43714,9.483891235,49.55673776,23178.70573,6,14.6756329,Male,Expat,Public,Associate Professor,75.74562296,16.14367517,52847.57295
26770.55298,9.558185204,55.78033741,28715.59986,9,14.33339289,Female,Expat,Private,Lecturer,68.3193501,18.97690619,51239.64695
19114.4601,10.12109728,46.7741662,66279.6172,11,16.99257616,Male,UAE National,Private,Assistant Professor,85.17762934,23.36618917,58424.20309
33850.37535,16.58557534,35.14797289,79639.21537,12,12.85916023,Female,UAE National,Public,Lecturer,71.90180485,23.18850738,62019.27789
24072.92387,8.388397654,33.9805181,30746.97976,13,8.06259809,Female,UAE National,Private,Lecturer,74.86097465,19.2894058,58619.32409
34752.58152,12.9220649,44.17023924,33151.3474,8,13.50969715,Male,Expat,Semi-government,Assistant Professor,65.24187932,17.83049042,49570.38739
30080.5704,13.54725909,34.11757231,64456.5379,17,10.61179006,Male,Expat,Private,Assistant Professor,72.22019478,23.73820173,61590.36713
29417.14694,7.739548336,25,57986.35203,11,11.36264489,Male,Expat,Semi-government,Lecturer,60.79013399,21.39184561,41988.30717
26855.45862,11.62179641,37.35368621,36010.0956,10,8.679801037,Female,Expat,Public,Associate Professor,93.68268439,15.80365117,67473.793
24398.6039,8.985096813,40.63841187,0,15,11.5495565,Male,UAE National,Public,Assistant Professor,63.69527186,26.72967657,37339.82376
23070.65585,6.941154545,49.36158967,49515.34332,13,16.1743739,Female,Expat,Public,Associate Professor,68.37403079,11.80181238,48918.52498
27801.94229,16.3096075,29.95891702,75062.6565,7,8.940595999,Female,Expat,Private,Professor,82.3954693,24.12696659,62660.0728
25748.73295,8.343458084,40.14413498,53308.07321,7,14.65673125,Male,Expat,Private,Assistant Professor,53.86959579,11.65054307,39017.3169
28766.6189,10.94853084,46.977576,13068.53904,14,10.62694631,Male,UAE National,Private,Assistant Professor,55.71673807,13.02624175,43157.28021
21826.9167,9.725529997,53.56578302,43625.0337,20,15.08881308,Female,UAE National,Semi-government,Associate Professor,70.77569252,26.20532024,51899.20218
17739.01106,0,51.69756751,51511.52745,8,13.33377599,Female,Expat,Public,Lecturer,60.46646922,24.21126631,30580.72943
30567.21386,14.06602593,40.22766065,24486.3468,16,13.30062483,Male,UAE National,Public,Lecturer,68.4936296,19.26611282,56020.41423
27768.10241,10.37977634,34.14694609,49268.20051,13,16.63452439,Male,UAE National,Semi-government,Lecturer,54.47517995,20.3352251,44825.39223
29528.21732,18.06139129,49.49387696,36691.55404,15,10.60843671,Female,UAE National,Public,Professor,70.44417929,19.91733579,45796.83671
