Remote_Work,Has_Health_Benefits,Department,Job_Level,Avg_Weekly_Work_Hours,Avg_Employee_Satisfaction_Score,Avg_Stress_Level,Performance_Score,Project_Deadlines_Met (%),Num_Annual_Projects_Completed
1,1,Marketing,Senior-Level,44.347835029360745,5.18479883463472,58.52154807692969,44.67491693939751,45.92505998717426,8
1,1,IT,Entry-Level,41.59848346974971,6.816216413276971,34.25516751635088,62.48047730413109,62.288228674424566,11
0,0,Finance,Entry-Level,42.11216065066936,3.827820070557256,70.43844279068678,35.21236813860904,30.406119110110705,4
1,1,IT,Mid-Level,50.17882800085414,3.6013824518459785,74.60921845232431,31.19441796926315,32.37027526406569,2
0,0,IT,Entry-Level,45.85993682223842,1.9867588310150788,97.28085101768129,13.057489510436838,14.735788046661066,3
0,0,HR,Mid-Level,42.30978930260019,6.947818650823046,33.14758950140603,75.41120908851285,71.34317227371457,4
0,1,HR,Senior-Level,26.76090051017363,5.146062544028751,53.64323019725413,41.84370369012479,41.12344173022319,2
0,1,IT,Senior-Level,32.319629637764294,8.906073598738,18.76851945216519,85.8563931521638,85.88979093031584,7
1,1,Finance,Mid-Level,39.01832853123421,4.663878702668945,58.29723734568814,46.10090913725843,47.68948547024261,2
0,1,HR,Senior-Level,40.74697899421321,6.821281111377821,41.776995527498414,56.480588475387236,59.04931271227689,11
1,1,IT,Entry-Level,30.95837020260861,3.717061239377164,78.8516869223743,23.422936717955864,21.813264866522278,5
1,1,IT,Entry-Level,59.29341340462737,6.598816159701657,38.38077544972127,52.23110629915964,52.8351887852131,5
1,1,IT,Entry-Level,52.13115244202858,7.580438746799723,24.662254430491075,65.8108172300441,67.53202367673369,4
1,1,IT,Senior-Level,44.816946563139865,6.068041655916908,42.9310438894622,48.49574640820105,47.95040870986073,4
0,0,IT,Entry-Level,40.57629489026996,8.500124664591947,20.36768343174294,81.5786011753907,80.31421428330411,4
1,1,IT,Senior-Level,38.30232824079079,5.03726560628537,61.26649181760965,40.91605384199066,43.053792181820846,3
1,1,HR,Entry-Level,32.38465231982212,8.697432815405122,19.02375430615519,79.60682512797271,79.07367752916228,5
0,1,Finance,Mid-Level,40.6198441481509,6.235242529253489,50.42686371774738,58.17898192604894,54.587724881398046,9
1,1,IT,Senior-Level,42.06202032114201,8.62252547142017,18.83282270215705,86.10255431238937,90.22168130054378,5
1,1,Marketing,Senior-Level,30.065915396147005,5.88955712555558,45.19553293195037,46.81290114410048,43.55402617310669,2
1,1,HR,Entry-Level,42.67341133795918,3.5225532553430763,74.65067233706802,24.48945663350487,24.205937006697628,6
1,1,HR,Senior-Level,38.75792760940201,5.724717199911704,55.409718371536925,39.89185504755656,40.857145725948264,7
1,1,IT,Senior-Level,24.737539536980872,6.62200641537371,37.04759592552599,65.02238341808156,66.3880081623865,5
0,1,HR,Mid-Level,33.11691991376399,5.44486001146167,49.53194766591374,50.3151577102594,50.824008130412324,7
1,1,IT,Mid-Level,36.69115573262685,6.014092297320025,50.2702530806667,45.31485504980109,36.48847761775924,7
1,0,Finance,Entry-Level,55.10150125872153,5.1450717565192186,57.08945518765108,51.38290746498859,49.275366395518574,8
0,0,Finance,Mid-Level,44.45242499627007,7.961946339980271,29.497124550787603,70.78985998900612,71.67873103445642,7
0,0,HR,Entry-Level,29.31614744720087,5.242879312117831,58.88850910770996,39.03129319493883,38.70401357011007,3
0,1,HR,Entry-Level,43.888290315341095,8.804241850628463,9.434125525958372,89.30017472674011,90.83517362723782,4
1,1,Marketing,Entry-Level,27.62156808849308,7.068545591041756,40.551731714542846,67.54160851650029,70.6060934757226,4
1,0,HR,Senior-Level,48.661528431096585,6.20223290003801,42.67589236322683,61.88048083594345,63.40054297450101,3
0,1,Marketing,Mid-Level,36.23100278545697,4.878887291150571,59.499902391068574,39.68834206810584,37.501294900662685,7
1,0,Finance,Entry-Level,39.25091049008663,5.707305181170788,50.33946279015304,44.70008880934885,43.08458085268086,7
0,1,Finance,Mid-Level,50.60637318033752,7.141511447058005,28.9165541921557,66.9024701170464,71.7967913224412,3
1,1,IT,Entry-Level,29.702691451326,7.061090162835207,35.225103112744776,62.36418383223173,61.82685637967032,7
1,0,Finance,Mid-Level,28.82305451909607,5.208301812474367,52.98020014321111,49.555628652866666,49.26940410756672,8
1,1,Marketing,Mid-Level,35.33120538923196,5.833137837352381,48.813989872031655,54.9686696329019,56.49829758162218,3
0,0,HR,Entry-Level,48.307030808154536,6.4079482583701,41.313138355463806,55.05915584966098,58.77082077831413,4
0,0,IT,Senior-Level,27.845231396185262,6.707215653649811,42.78749315732031,61.2163077595372,58.512515082797556,7
0,1,Marketing,Mid-Level,20.0,5.266293848516954,60.44251995738934,35.01440060277018,33.52605026822561,1
0,1,HR,Senior-Level,36.39072913272801,6.13386193180894,42.23461140696178,54.70652032321062,49.89463506893079,4
1,1,IT,Senior-Level,44.41392639928736,5.809998575748901,48.6786313395639,44.07375105690879,43.18463537564904,2
1,1,Finance,Entry-Level,49.60209399791064,2.994265759264486,82.54904882120815,10.054412447874906,11.757192541701793,2
1,1,Marketing,Entry-Level,36.294709103316805,7.264347073374322,28.64476044674116,66.75810274927616,65.66538130312233,5
1,1,HR,Entry-Level,36.70858714307198,8.446590252852847,22.22235902638012,77.64898219417312,82.92842096369415,6
1,0,IT,Mid-Level,49.231205874045976,5.061074580670499,61.7538449719791,33.27624812496695,33.62485328225438,5
1,1,IT,Entry-Level,25.042066402436635,6.372018946247998,39.82035408058845,67.67006772794008,67.36327049298811,4
1,0,Finance,Entry-Level,36.89183379853593,6.097852151605409,45.226437083860695,50.111077984494514,49.054669337031385,5
1,0,HR,Mid-Level,41.52339111940047,6.41558383085374,38.28265432803329,62.63707768447381,58.5575096110581,7
0,1,Finance,Mid-Level,43.59374977028028,6.286290106385769,46.10299788848731,60.49821694777603,60.22722003124556,4
0,0,Finance,Entry-Level,35.92154645447294,3.4565326177615265,73.97807168144512,26.484491339923657,27.559651179308183,2
0,1,HR,Entry-Level,40.27552809364673,5.3166069286856015,62.03192687927179,36.1484939998831,35.794284732116665,9
1,1,HR,Entry-Level,20.093381172696084,5.036236018162475,62.93335267830466,37.80169025446312,38.49503006761165,4
1,0,HR,Entry-Level,34.73401270132921,7.493855702658135,28.75659416311032,68.43473251658645,66.42270380737115,3
0,1,Marketing,Senior-Level,43.62806970043574,7.350839436303773,32.73269395170696,62.26326007807957,58.52909168732327,4
1,0,HR,Senior-Level,32.141647725962564,9.793523473906523,7.413820107718593,95.64971132245375,95.33108524729676,4
1,1,IT,Entry-Level,40.471873772716776,6.899158640082602,37.85928768375869,59.2251549308091,59.88697569968574,6
0,1,Finance,Senior-Level,43.57498000642158,4.311952836749216,64.35054779578488,40.33321852186725,39.82714541692087,4
0,1,Marketing,Mid-Level,37.25960639313788,5.065853544229029,57.75419773622557,46.227116261408995,46.83766307256464,6
1,1,HR,Senior-Level,41.36371016797257,6.453369777053234,46.67730105571814,54.15428149115748,56.48420895917084,9
1,0,Marketing,Senior-Level,32.298139477723105,6.0054217039705176,49.6654957442292,55.188933701211596,57.5074358490108,3
1,1,HR,Entry-Level,38.34710976243163,6.84516464588639,39.66671686136892,57.61298704853692,60.18510114406383,3
1,1,Marketing,Senior-Level,44.88172935671378,5.944206216019593,53.07138323602676,50.847501292248296,53.86347936924724,8
1,1,Finance,Senior-Level,41.255783687747474,5.26995854144507,61.48817419220922,42.40469029418003,43.895936117189635,6
1,1,Finance,Senior-Level,35.30774984348852,8.27298438937586,25.76169818884291,72.73119436493249,73.80017185365168,1
1,1,IT,Senior-Level,41.79373123432634,5.053622916789804,54.49471531756022,43.35668773694395,49.18557204147739,7
1,0,IT,Mid-Level,45.71687832509294,4.7119157466031005,63.98652306432001,37.65861966481732,40.00947915643981,5
0,0,HR,Entry-Level,23.600469771380176,6.592718215755864,43.773495665549454,66.06772661025941,63.5322256167393,7
0,1,Finance,Entry-Level,49.27259251964718,5.2143844133096175,60.51050918180876,38.328313511573725,32.7391729411063,5
0,1,Marketing,Mid-Level,37.30996209055142,2.421731479712646,92.2198166670883,5.526321466444837,4.802863989659878,2
1,1,Marketing,Senior-Level,43.403919465921845,5.630549159750623,48.43485810519662,57.45711590268727,59.33134198213179,6
1,1,Marketing,Mid-Level,49.57797538916182,5.639120074768343,55.89960575007986,44.441057028416886,47.317907350767605,7
1,1,IT,Senior-Level,29.026610422156278,6.976016021425019,38.92914374507913,65.40096157984388,61.649539149033416,5
0,0,Marketing,Mid-Level,34.32447198057963,5.192905151629807,52.71876743903076,54.654388198544844,56.842654013595855,6
0,1,IT,Entry-Level,37.69161043299436,5.22180362677983,56.90407437473456,33.56080619491631,36.964864254698995,5
0,0,IT,Entry-Level,33.729971831004576,5.2637578075174645,52.92263510405207,46.88946693870331,48.71567762697892,6
0,1,HR,Entry-Level,53.87949260669447,6.945429528682376,34.70457020436715,64.14641127905399,65.39358780899336,3
1,1,Marketing,Senior-Level,33.14582324938566,5.093462211382206,53.09542656988176,42.09291959289282,41.69448776648539,4
0,1,Marketing,Senior-Level,35.555625764105066,3.905918278347045,71.93293908076456,18.473890464931756,17.093884272596338,5
0,0,Finance,Mid-Level,41.63511225282382,5.322415548846385,56.72953646771791,35.31297276214538,37.669611721839466,8
1,1,HR,Mid-Level,30.38280379139129,4.7504319398206185,64.42980783607761,36.092036073269476,37.84207692249404,10
0,1,Finance,Entry-Level,36.83455430594989,6.293088640977827,46.444820449810585,50.88499940359526,49.90358826368044,5
1,1,HR,Senior-Level,42.5396260900014,5.232249347156155,61.24850359135566,34.742328474045486,42.36864752005513,3
1,0,Marketing,Mid-Level,37.33711676493991,5.199711442838406,54.18901757324789,46.28311932532591,41.75372259987533,7
0,1,IT,Senior-Level,39.252905128800414,6.642453567880842,35.73633905469152,60.80292569342812,60.10653193502116,2
1,1,IT,Senior-Level,35.765343100413034,5.786719249232666,54.77781507198311,51.6730881219099,49.35889647557971,6
1,0,IT,Entry-Level,27.884237526553864,6.729566977526371,35.12455004839534,61.77102875566833,62.923556399681324,6
1,0,IT,Entry-Level,42.57274569071391,7.099193758275519,40.50679587672812,67.0198117231347,61.17292080847897,6
0,0,IT,Senior-Level,54.03946457317793,5.939211178616503,52.83992460938561,47.00999673037488,50.817795549149665,5
1,1,Finance,Senior-Level,40.1472130462675,5.462654597497777,54.45866410070186,42.28183792992292,45.29818893515716,0
0,1,HR,Senior-Level,41.8021129379804,7.80129533960177,32.161513023843064,64.215663188451,65.01772650072976,6
0,1,Marketing,Senior-Level,45.54178204093488,4.113227848462742,65.80978656774315,41.75918470791207,40.828212960495875,4
0,0,Finance,Entry-Level,29.84535602762641,4.921391246632844,58.580094174507096,44.899072725271154,47.0480022769692,6
1,1,HR,Mid-Level,53.620117265036846,6.85246829288755,39.42907346583674,56.77383561959618,57.75995481547145,3
0,1,IT,Entry-Level,41.618630371382416,7.605321197367981,26.93622805326237,73.65915478786067,76.5152044238486,6
0,1,HR,Mid-Level,53.05485519271287,6.442836609165915,47.82643131377853,40.38017464281977,40.01281620220653,3
1,1,HR,Senior-Level,34.13573603580809,5.956389063837601,43.3108442920826,50.03113411485742,49.48671150778922,5
0,0,IT,Mid-Level,54.5444953804626,5.74131959407802,51.69710685579534,44.55144979833447,47.78466205141109,2
0,1,IT,Entry-Level,46.20124395227826,6.378095427172905,44.5532500826665,51.57266359933092,53.47364966320815,4
0,1,IT,Entry-Level,44.42432068681887,8.49538253304182,19.88814708882485,86.17692651157518,85.6548871655967,7
0,1,Marketing,Senior-Level,41.87219563482518,6.074433229541595,44.17479592548263,46.25427071081335,47.35778529101004,6
0,1,IT,Entry-Level,38.0117710554044,6.07992364968859,45.415713333975305,47.44525402060283,47.99969652343958,7
0,1,Marketing,Senior-Level,49.60425326779098,5.384937582030738,59.50491537161088,42.75705704484097,44.158668123324254,6
1,1,IT,Entry-Level,41.122878958784376,6.401025695567306,39.527004880834255,61.62435668544109,65.43270885571187,2
0,0,Marketing,Entry-Level,24.26344237130278,4.061857838790987,75.1801201005885,23.071025721504718,22.021414511535905,0
0,0,HR,Senior-Level,31.06250830634398,8.285539444550771,21.325391740223644,88.93705290376086,87.00339410808789,4
1,1,Finance,Mid-Level,38.51323398245802,4.456561472274135,69.66751246703936,33.419522992300614,34.24089876815921,5
0,1,HR,Entry-Level,42.47999186532444,6.327339413194436,46.63521543682843,59.478908091452084,57.869246829041,2
1,0,HR,Mid-Level,39.54729208880083,4.466363738288767,62.89377308515334,36.852226322681084,34.119472132039974,3
0,0,IT,Entry-Level,49.7517663183493,5.8023942146937895,51.197022260881,46.08506702138495,49.065720103322924,6
0,0,Marketing,Entry-Level,24.391185087691,4.776612066106589,67.09333304038203,30.246020072629193,29.384401533279384,9
0,1,Finance,Entry-Level,41.14870349204128,6.249652025826277,44.18957053170783,60.448754025154855,54.844565501232,6
0,0,IT,Entry-Level,25.456166196902764,7.673199635028915,33.520693622332814,70.34304806619073,72.88529520564103,4
0,1,IT,Mid-Level,46.07769836387335,4.0099180743462215,71.30756430906595,27.59939502851344,26.284940511651083,2
0,0,IT,Mid-Level,39.24433028446398,5.617969777353895,48.29779031176788,54.060129961377214,55.79362682729699,6
0,1,HR,Entry-Level,43.35687977619295,5.445819921380743,53.32337710436316,51.48971316572291,54.740037075766566,7
0,0,Marketing,Entry-Level,33.08893631528187,4.741595847167877,68.52127871067192,28.659073890416636,29.2280160814526,2
0,1,Marketing,Mid-Level,50.23571945326201,6.942998235291231,34.52067136858348,63.762351257795046,57.655912972141515,6
0,0,Finance,Senior-Level,48.33379731247081,5.457067871151324,58.93236346458886,43.30083904368807,37.40982867210486,8
0,1,Marketing,Senior-Level,44.6683544240951,6.951952460593836,41.15157865305664,49.90512005877999,47.887895501397196,4
1,0,Marketing,Mid-Level,38.96386202509248,5.848731552220759,48.01745966533442,54.31050121164157,54.13993141204727,6
1,1,IT,Entry-Level,44.638858282361056,5.326242284653604,51.084184480764335,43.290570221499095,46.89099498407835,6
0,1,IT,Entry-Level,34.34485945610121,7.933168569300822,27.49667207829596,77.21159487640656,78.08559580636296,1
1,1,HR,Senior-Level,46.8444452721657,6.618391935872863,38.31744435769348,72.42147977850908,80.27329979542496,7
1,1,IT,Senior-Level,53.19584715459137,4.427415832074482,70.26609338619708,26.248065039721737,21.773784826753662,6
0,1,IT,Mid-Level,48.56488447983349,4.6682491958627725,63.29286782877193,29.95891349691555,30.322788989615795,5
1,1,IT,Senior-Level,34.16318024154072,5.896899547334998,49.06040634009148,50.04005050590089,48.70363784560028,3
1,1,IT,Mid-Level,42.891338538184826,5.807338416940754,53.64685187769339,45.02684920670775,45.730763194531754,7
0,1,HR,Senior-Level,29.654867649930814,6.083499796440533,45.58636241545314,57.7172567068418,62.972280068175486,4
0,1,IT,Senior-Level,44.57912248940541,4.080731446371271,70.34875078741973,30.821555767051834,36.26629757255088,2
1,1,Finance,Senior-Level,43.60482730290031,5.9599645243456605,46.99471133308754,51.52363725366904,51.68701836155837,7
1,1,Finance,Entry-Level,25.04146928374269,5.4108712334420535,53.47763138202272,46.97543662660116,49.55997829110753,5
0,1,Finance,Entry-Level,30.70572924870109,4.426742230057211,67.19045216213098,27.19878576232639,27.845435764262266,8
0,0,Finance,Entry-Level,37.73488882604986,7.113847133891868,38.3394277273114,65.80664748962992,62.580765779638696,7
0,1,IT,Senior-Level,37.59312202287339,3.7466151646347816,73.3818377674534,34.70796794732103,34.75092915393561,5
0,1,Finance,Mid-Level,30.32418451664956,7.770664816050291,27.043078853849348,66.96893545725378,65.45360721101925,4
1,0,IT,Mid-Level,43.11182983481747,3.967007994884936,74.44463196669199,17.65910314614553,17.470794872665298,3
0,1,HR,Mid-Level,42.0117888715241,6.068617259576956,44.40986624072038,53.57969162554036,51.02343097317948,9
0,0,Finance,Mid-Level,38.44584694417185,5.914229573017328,46.359518782620775,47.5331288317626,47.998569887810014,4
1,1,Marketing,Entry-Level,33.953667998733096,8.629259174335466,21.649847432255857,71.96906415223839,72.88601491116906,8
0,0,Finance,Entry-Level,48.38965701133251,6.625361303386537,43.17807923933461,49.811828282426006,51.924587567488764,4
0,1,Finance,Senior-Level,53.24325690470637,7.210278173340247,34.402902034596735,64.62908598536627,65.55866581846932,2
1,1,IT,Senior-Level,36.1315081292277,6.740611319470785,40.88530481939791,57.05758283232185,61.96140937880964,2
1,1,Finance,Mid-Level,35.102664662761434,5.534271483672852,47.94033551316681,53.92594910750904,60.50255642776205,5
1,1,Marketing,Entry-Level,43.92966132329597,4.754196780803898,64.36687421709358,32.81805480834308,31.604459587588302,8
1,1,IT,Mid-Level,37.13576496202411,5.583338017306753,53.11405027100939,40.80273425128724,43.712937617334816,5
0,1,IT,Senior-Level,38.884822394694126,5.494487196361376,54.61514980101671,45.300435299407695,51.644235833132704,6
0,0,HR,Senior-Level,45.91722521379737,7.062156396221104,33.56720916731656,61.140010620961995,64.12837860171894,3
1,1,HR,Mid-Level,24.725151299941658,6.515749843049687,36.78868865595905,65.77216694047691,67.92413742225727,5
0,0,Finance,Senior-Level,50.54641859882136,3.278266294006245,76.98087527526968,14.688010720537232,9.222440015226134,8
0,1,HR,Mid-Level,40.58144419463473,7.203079340000063,38.9719844785513,50.20358647688842,48.52935868003073,4
0,1,HR,Entry-Level,36.70805484350256,3.671772580532648,74.84312378085943,17.108012717463627,15.871700867543911,5
0,1,HR,Mid-Level,39.286126766228406,6.103842987765281,46.35408201678701,51.55432088350569,55.71589302306471,1
0,1,IT,Entry-Level,39.69943484016415,5.383183203007392,50.03431904215256,48.53003167669809,46.3382030525538,5
0,1,IT,Entry-Level,26.150389572440595,4.032943112589901,66.05547740344895,34.62923151389157,34.37310747397349,6
0,1,IT,Senior-Level,51.95950581962589,4.46064925295677,69.07838632907985,28.098101900930427,30.618928262959706,3
0,0,HR,Senior-Level,40.33060505816495,6.009943697803304,48.33781159581369,47.429648615335246,45.10255056668454,6
1,1,IT,Senior-Level,43.54401704357901,6.327343134451523,44.17635419717692,62.99001865595747,63.82728771112949,5
1,0,HR,Mid-Level,47.61239816459234,5.646358424408768,49.161193272166805,56.6832338206685,57.129554034171775,5
1,1,IT,Mid-Level,31.8307003395176,5.655637154673107,55.069362923481776,49.861649230825854,52.492979606581756,6
1,1,IT,Senior-Level,43.78777519228183,4.387440303854631,63.36955530304633,38.17492616330015,40.15147358668188,6
0,1,Marketing,Mid-Level,37.85887127280965,5.517980753251664,50.06344788491227,51.87908373438489,53.76095977376017,7
0,0,Finance,Senior-Level,46.77416620173195,5.0204376321526665,59.2832944703473,36.69071610104215,37.293071612217126,6
1,1,HR,Mid-Level,22.98218063718804,3.571663530106598,74.57539598406412,26.14639545706305,21.118527544465508,5
1,0,Marketing,Entry-Level,39.207245598069846,5.1041592992355,55.719644183971766,39.58101971592083,40.000006098980315,6
1,1,IT,Entry-Level,35.177434753728306,5.589004907880692,54.67479284007168,40.05884065682748,40.224753212743146,6
0,0,HR,Senior-Level,43.45810360507324,7.882943609914463,27.216337623648982,64.69621348014314,66.99584773545664,5
0,1,IT,Mid-Level,43.76035349894562,9.446263074169591,10.53904794756405,91.4913099622362,90.22252492722801,10
0,1,Finance,Mid-Level,34.33899284142379,5.265572238768598,55.82563593845252,44.99272287269608,45.11812012688457,4
0,1,Marketing,Entry-Level,34.30260908659165,5.5249487134605735,48.57763653078692,49.907939079812174,50.128022044318804,8
1,1,Finance,Entry-Level,39.11467705154136,6.250478061898218,42.27825987627888,55.55270718828203,53.41504322632742,6
1,1,Marketing,Senior-Level,32.82686218147833,6.00892604129722,53.65295306279517,37.196514493616874,33.73668153338265,4
0,1,IT,Entry-Level,46.735869563617015,6.005096570062171,49.093944062046376,52.18805373417282,53.335676195658024,5
1,1,Finance,Senior-Level,37.04634239642043,4.63334510484198,66.91670375950848,31.50559592600973,34.52888515296442,4
1,1,Finance,Entry-Level,20.0,5.233052577635026,51.29166302388467,53.188323028183504,51.313593140914264,6
0,1,IT,Entry-Level,37.00142354702555,6.785193171853564,38.79615072394749,61.93490605554044,61.281603481908554,2
0,1,Finance,Mid-Level,31.691649433248223,4.1331541921660255,64.85249358438934,38.67642584163082,41.16507350230628,2
0,1,HR,Entry-Level,26.94979347631244,6.173977389107535,46.743033875806965,53.2207641312223,56.00088955025144,9
0,0,Marketing,Entry-Level,30.10058689421942,5.595933328379025,57.898050255084605,43.01033910569337,43.70461551063029,1
0,1,Marketing,Senior-Level,40.87526777466376,6.898515846574743,42.83883940710799,61.81679198133121,63.05939677962138,3
0,0,Marketing,Entry-Level,50.62912662598585,6.686169615594053,40.25259671753845,58.785456960769494,60.381606476227006,4
0,1,HR,Senior-Level,42.50547579091984,5.686327850853429,51.262523452785445,51.09675098822204,53.22985292900722,3
0,1,Marketing,Entry-Level,35.14797289427408,6.262314623152221,50.19242965315528,47.58994827284272,44.37569009770648,2
1,1,IT,Entry-Level,43.64723356136562,5.407159371121487,57.19740553050249,42.147059921375,47.89869108849891,6
0,1,Finance,Senior-Level,36.32727751824807,5.734039804508922,45.97031370035386,61.99730629269355,62.81931800002182,2
1,1,HR,Mid-Level,34.44319704669484,8.094508640713826,22.45460324344404,80.74793016634142,82.93742650486334,7
0,1,Marketing,Senior-Level,30.765098654136125,6.114545706283122,43.50839174617417,53.784313710807595,51.49890096460221,10
1,1,IT,Senior-Level,25.985369545986245,4.810864570852246,61.907277007157234,40.20731879397903,39.64961670845202,1
0,0,Finance,Senior-Level,36.88061034752444,6.160519004393579,45.5393588113534,48.060734820517624,49.19168592329741,2
0,1,Finance,Mid-Level,41.264427919361054,6.22345738929126,46.30424896228178,52.58978996462206,47.17656679713083,4
1,0,HR,Entry-Level,39.22701063988088,4.457133191300164,64.79564758858905,30.437230907298435,27.733810753692826,4
1,1,HR,Senior-Level,36.67226457642113,6.387570316862914,39.32040159111616,62.93912939705052,60.763272960719235,8
1,1,HR,Senior-Level,32.434031514425754,7.765556790726914,26.857951726356504,72.19739041530252,68.36148030162914,6
0,1,IT,Mid-Level,44.86596953347975,6.364325117085962,47.59053320711759,53.826859170764955,54.14510730153998,2
0,1,IT,Senior-Level,29.46294464042732,6.602563000461857,42.73739073126895,61.13350686144718,60.91125887524861,6
1,1,HR,Entry-Level,46.208223310747805,6.879509098950116,35.50630520370119,62.19262350091356,66.46374543097588,8
1,0,Marketing,Mid-Level,31.9822638485862,6.488079425965554,47.36932316151964,50.50825525580955,47.14622855317156,8
1,1,Finance,Entry-Level,33.98051810117572,5.631158845524036,57.37258470870175,42.44222938830258,43.146474523527125,2
1,1,Finance,Entry-Level,28.265718475074586,5.554292434677201,49.860671576482765,45.83684705153992,43.19657708957648,5
0,1,IT,Mid-Level,35.98878282491491,4.9890245775959,54.60471609029357,45.33921896879498,40.18779865959236,4
1,1,Finance,Senior-Level,47.80249966782383,3.807882418539816,77.20111547773135,23.006698485436427,24.770110047464843,3
0,1,Marketing,Entry-Level,44.12502470755165,6.589542171629442,44.85681707663654,56.2878839991862,58.29968081719059,8
0,0,Finance,Entry-Level,47.82737689622428,5.953262105978852,54.17522951967004,47.92252268989952,49.57887874563451,3
0,1,IT,Entry-Level,44.17714036747149,6.859686430670562,42.36179956101298,49.622619159336,45.67313074142493,7
1,1,IT,Entry-Level,31.170641371757046,6.991817751398464,37.304604201695405,56.269788305481484,56.520550401634914,2
0,0,Marketing,Mid-Level,37.35368620537954,6.594520239317927,41.22638519873345,52.93769353202824,54.729774971227236,1
0,1,Marketing,Mid-Level,33.758406967060296,5.95962259899803,42.81862142717467,57.644418578957804,60.50089924953018,5
1,0,Finance,Entry-Level,50.64459923231232,5.130645033244204,55.39213696320688,43.18598374138982,45.07086789865264,4
0,0,Finance,Senior-Level,30.42569082858951,2.8566033516903127,85.23613680051136,3.425240358813415,6.320642731906771,4
1,0,IT,Entry-Level,47.149581515112885,6.856891528761701,39.2593484558624,70.47587558649775,73.67801511101665,4
0,1,Marketing,Senior-Level,47.14363096087016,6.411366798671072,43.75062041576806,46.30453424550273,46.61912934473857,3
0,1,Marketing,Entry-Level,54.6369616137287,6.154873089404084,49.05315480333128,51.0989635968811,52.594554173348115,0
1,1,Marketing,Senior-Level,36.72250725896402,5.1183517033331904,55.93698273064621,46.8798824781782,49.87891376889932,2
0,1,Finance,Entry-Level,45.698577276641295,5.568847426042325,53.953262179321776,42.447802948932114,43.618179563734905,3
0,1,Marketing,Senior-Level,58.25321469231074,3.816355834288979,69.26143690922176,33.93836154408591,37.53535398905239,4
0,1,IT,Entry-Level,35.05886658453043,8.77998894508555,13.604118941971876,81.35499366110405,83.97848264629873,2
0,1,IT,Entry-Level,27.719678019741124,9.067156504032525,14.196051947064907,86.65945506259848,84.76210088074589,6
1,0,Finance,Senior-Level,24.95991972873789,6.646581901775064,42.56182741984776,46.53543846769478,42.61743875048909,5
0,1,HR,Mid-Level,45.70169623089065,4.952350836075875,66.45950281315564,39.406642643311855,39.464565230990246,1
1,0,Finance,Senior-Level,24.93479833553133,7.568284498828085,26.515279525916057,73.48909840528705,69.9457070155711,8
0,1,HR,Mid-Level,37.02144757649662,9.59106305712451,4.8855149045936415,87.14092307269227,87.39030052633002,6
1,1,Marketing,Entry-Level,43.49850549631169,4.948889489333319,58.56769109328813,44.5760804793511,44.55387329134914,1
1,0,Finance,Senior-Level,41.48140429463931,5.469364917764115,53.65485835554072,54.505902863685755,58.408636575935425,9
1,0,IT,Senior-Level,43.403558913473375,7.553043971702009,33.64687389800855,61.721073779022355,63.236261777873004,3
0,1,Marketing,Senior-Level,41.77831884640683,7.249466909422982,35.21690598918605,63.73203430133147,66.66583992619276,9
0,1,IT,Mid-Level,50.230926506507146,7.427954174224258,35.45384420547988,61.972036312716476,60.50325166537016,4
0,0,Marketing,Mid-Level,32.38146895408963,5.3986752948227945,51.6580297621091,44.49088566423428,49.079890487097174,3
1,1,Finance,Entry-Level,34.58403889233175,6.989588546403531,40.605270857254894,55.016918640578794,57.69786292894611,7
1,0,HR,Mid-Level,33.81872443783341,4.775515708792318,57.4109587846328,39.356750167765654,40.639064852015814,5
1,1,Marketing,Mid-Level,46.64153449490088,9.790215942400971,7.1806000564341375,89.85749764112899,84.43781942242533,6
0,1,HR,Entry-Level,47.20318870716051,6.73347194420381,37.14722202308301,61.070460907901776,64.60668023591752,3
1,0,Marketing,Senior-Level,43.60980255454807,7.055488417886212,33.10919058633425,64.74542615881361,70.0654313298266,7
1,0,IT,Senior-Level,49.46794933511942,6.1658477579976125,46.15488982441262,57.650965240955706,57.68482391043666,5
0,0,IT,Entry-Level,30.575673060988954,6.946583219169239,41.92928362264792,61.43009795981507,61.52534423268645,8
0,1,Marketing,Senior-Level,53.3377928924091,4.383809973145031,61.9676566984365,30.36484024750362,28.81480892640171,7
1,0,HR,Mid-Level,52.18590897369806,8.00973527297915,22.109948425099137,74.92209977794805,70.0268935786149,3
1,1,Finance,Entry-Level,45.88497597796597,6.13304097660323,50.68237214496128,55.57041408759072,53.88413265714616,5
1,0,Finance,Entry-Level,54.25439127016848,5.031467281754169,58.37504634817558,43.095078449879,48.07333694645362,9
0,1,IT,Entry-Level,26.74701433857781,3.2116809352279567,77.84971154842933,23.8226419768631,27.05967606410371,5
1,1,Finance,Senior-Level,35.80441490989878,6.360334978531589,42.77351043359787,58.42138165672094,56.103255676328,6
0,1,IT,Entry-Level,34.11757231454438,5.313312579384356,54.86687906528776,43.824815504499945,42.089654139329625,4
0,1,Finance,Entry-Level,45.771834590058745,8.503578025502993,22.942058111564528,76.85270293523664,83.25794896202703,6
0,1,Marketing,Entry-Level,31.598874083182835,9.08521296446771,14.120656935304645,83.85984851037328,80.79938284279262,6
1,1,IT,Senior-Level,46.05996119469988,4.782480919350215,62.6716156367255,41.607060623155455,39.46078406142522,5
1,1,IT,Mid-Level,50.96428915197371,6.328654267114993,49.91659559527894,48.10951312095265,46.820768184177496,6
