Age (in Years),Online (AED)
10 to 20,1030.8641393176217
10 to 20,914.2113388130966
10 to 20,984.6232465075952
10 to 20,818.2657434736166
10 to 20,1049.4553406243383
10 to 20,913.0658824144368
10 to 20,975.8075558790846
10 to 20,1065.5422829729716
10 to 20,732.4039412333665
10 to 20,876.1554601731607
10 to 20,1266.1080829526436
10 to 20,933.0502257908607
10 to 20,976.6215141495646
10 to 20,876.9512221972499
10 to 20,996.9076206636245
10 to 20,1177.1881294203017
10 to 20,1142.857133520198
10 to 20,984.4635252079604
10 to 20,1134.3753237362496
10 to 20,1033.8170771141927
10 to 20,1042.475279770484
10 to 20,901.3835369381712
10 to 20,985.6238954037092
10 to 20,869.4860328138212
10 to 20,1025.6279149795544
10 to 20,968.1862954362838
10 to 20,952.4896887224104
10 to 20,1074.0147702045288
10 to 20,1021.3758540458466
10 to 20,1109.0421868461253
10 to 20,1040.969310440248
10 to 20,1126.304435990221
10 to 20,1028.2071272319945
10 to 20,1220.6933308140783
10 to 20,825.5362205011807
10 to 20,1311.387966525164
10 to 20,688.3281101543032
10 to 20,906.4780193674529
10 to 20,739.8580686098142
10 to 20,1139.4223998127823
10 to 20,366.5920729994398
10 to 20,1084.578965720713
10 to 20,903.9478770714102
10 to 20,1261.044991342648
10 to 20,780.4430256
10 to 20,719.7190328825251
10 to 20,1174.8944104644102
10 to 20,828.6672758634015
10 to 20,968.7105310956875
10 to 20,749.5212674939719
10 to 20,1243.7423845388334
10 to 20,643.3530566
10 to 20,1325.5798073307362
10 to 20,1169.5844392703693
10 to 20,1155.4212004971193
10 to 20,758.4898983676997
10 to 20,1307.7420081878026
10 to 20,1171.7271682632145
10 to 20,1219.9787330934137
10 to 20,971.5870300446333
10 to 20,1030.6744498796136
10 to 20,1110.0835130191813
10 to 20,1368.2432642531596
10 to 20,1198.3595468690355
10 to 20,945.1546833128812
10 to 20,892.9480191684576
10 to 20,1363.8640454809781
10 to 20,872.4489601771982
10 to 20,1274.9797349322712
10 to 20,1013.7759179901051
10 to 20,826.8293963137793
10 to 20,1172.9262223475077
10 to 20,596.7175341103431
10 to 20,1190.5992084021873
10 to 20,894.8627776567262
10 to 20,1122.318702724793
10 to 20,1128.7540460732553
10 to 20,917.7463740928808
10 to 20,1122.7533754131498
10 to 20,797.0548449
10 to 20,771.3212981243778
10 to 20,1002.6300409868222
10 to 20,994.7632808700648
10 to 20,1080.5681695431815
10 to 20,1119.2481413248108
10 to 20,1187.394216056454
10 to 20,941.5882846709687
10 to 20,1231.7330312586716
10 to 20,1294.3362064874132
10 to 20,933.5876420926533
10 to 20,741.0110932038743
10 to 20,944.1564670712221
